codigo_ibge;municipio;reg_adm;reg_gov;reg_metrop;aglom_urb;drs_numero;drs;drs_plano_sp;tj_raj;tj_cj;tj_comarca;tj_comarca_2
3527009;Lindóia;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;54ª CJ: AMPARO;Comarca: AGUAS DE LINDOIA;AGUAS DE LINDOIA
3527306;Louveira;RA de Campinas;RG de Jundiaí;-;AU de Jundiaí;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;05ª CJ: JUNDIAÍ;Comarca: LOUVEIRA;LOUVEIRA
3531209;Monte Alegre do Sul;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;54ª CJ: AMPARO;Comarca: AMPARO;AMPARO
3531803;Monte Mor;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: MONTE MOR;MONTE MOR
3532009;Morungaba;RA de Campinas;RG de Jundiaí;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;05ª CJ: JUNDIAÍ;Comarca: ITATIBA;ITATIBA
3532405;Nazaré Paulista;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;06ª CJ: BRAGANÇA PAULISTA;Comarca: NAZARE PAULISTA;NAZARE PAULISTA
3533403;Nova Odessa;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;53ª CJ: AMERICANA;Comarca: NOVA ODESSA;NOVA ODESSA
3536505;Paulínia;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;08ª CJ: CAMPINAS;Comarca: PAULINIA;PAULINIA
3536802;Pedra Bela;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;06ª CJ: BRAGANÇA PAULISTA;Comarca: BRAGANÇA PAULISTA;BRAGANÇA PAULISTA
3537107;Pedreira;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;54ª CJ: AMPARO;Comarca: PEDREIRA;PEDREIRA
3538204;Pinhalzinho;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;06ª CJ: BRAGANÇA PAULISTA;Comarca: PINHALZINHO;PINHALZINHO
3538600;Piracaia;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;06ª CJ: BRAGANÇA PAULISTA;Comarca: PIRACAIA;PIRACAIA
3545803;Santa Bárbara d'Oeste;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;53ª CJ: AMERICANA;Comarca: SANTA BARBARA D OESTE;SANTA BARBARA D OESTE
3548005;Santo Antônio de Posse;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;54ª CJ: AMPARO;Comarca: JAGUARIUNA;JAGUARIUNA
3551603;Serra Negra;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;54ª CJ: AMPARO;Comarca: SERRA NEGRA;SERRA NEGRA
3552106;Socorro;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;54ª CJ: AMPARO;Comarca: SOCORRO;SOCORRO
3552403;Sumaré;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;53ª CJ: AMERICANA;Comarca: SUMARE;SUMARE
3554953;Tuiuti;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;06ª CJ: BRAGANÇA PAULISTA;Comarca: BRAGANÇA PAULISTA;BRAGANÇA PAULISTA
3556206;Valinhos;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;08ª CJ: CAMPINAS;Comarca: VALINHOS;VALINHOS
3556354;Vargem;RA de Campinas;RG de Bragança Paulista;-;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;06ª CJ: BRAGANÇA PAULISTA;Comarca: BRAGANÇA PAULISTA;BRAGANÇA PAULISTA
3556503;Várzea Paulista;RA de Campinas;RG de Jundiaí;-;AU de Jundiaí;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;05ª CJ: JUNDIAÍ;Comarca: VARZEA PAULISTA;VARZEA PAULISTA
3556701;Vinhedo;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS VII - Campinas;DRS - Campinas;DRS - Campinas;4ª RAJ - Campinas;05ª CJ: JUNDIAÍ;Comarca: VINHEDO;VINHEDO
3503000;Aramina;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: IGARAPAVA;IGARAPAVA
3508207;Buritizal;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: IGARAPAVA;IGARAPAVA
3513207;Cristais Paulista;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: FRANCA;FRANCA
3516200;Franca;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: FRANCA;FRANCA
3517703;Guará;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: GUARA;GUARA
3520103;Igarapava;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: IGARAPAVA;IGARAPAVA
3521309;Ipuã;RA de Franca;RG de São Joaquim da Barra;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: IPUA;IPUA
3523701;Itirapuã;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: PATROCINIO PAULISTA;PATROCINIO PAULISTA
3524105;Ituverava;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: ITUVERAVA;ITUVERAVA
3525409;Jeriquara;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: PEDREGULHO;PEDREGULHO
3529708;Miguelópolis;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: MIGUELOPOLIS;MIGUELOPOLIS
3531902;Morro Agudo;RA de Franca;RG de São Joaquim da Barra;RM de Ribeirão Preto;-;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: MORRO AGUDO;MORRO AGUDO
3533601;Nuporanga;RA de Franca;RG de São Joaquim da Barra;RM de Ribeirão Preto;-;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: NUPORANGA;NUPORANGA
3534302;Orlândia;RA de Franca;RG de São Joaquim da Barra;RM de Ribeirão Preto;-;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: ORLANDIA;ORLANDIA
3536307;Patrocínio Paulista;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: PATROCINIO PAULISTA;PATROCINIO PAULISTA
3537008;Pedregulho;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: PEDREGULHO;PEDREGULHO
3542701;Restinga;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: FRANCA;FRANCA
3543105;Ribeirão Corrente;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: FRANCA;FRANCA
3543600;Rifaina;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: PEDREGULHO;PEDREGULHO
3544905;Sales Oliveira;RA de Franca;RG de São Joaquim da Barra;RM de Ribeirão Preto;-;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: NUPORANGA;NUPORANGA
3549409;São Joaquim da Barra;RA de Franca;RG de São Joaquim da Barra;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;40ª CJ: ITUVERAVA;Comarca: SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA
3549508;São José da Bela Vista;RA de Franca;RG de Franca;-;AU de Franca;DRS VIII - Franca;DRS - Franca;DRS - Franca;6ª RAJ - Ribeirão Preto;38ª CJ: FRANCA;Comarca: FRANCA;FRANCA
3500600;Águas de São Pedro;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: SÃO PEDRO;SÃO PEDRO
3502002;Analândia;RA de Campinas;RG de Rio Claro;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;09ª CJ: RIO CLARO;Comarca: ITIRAPINA;ITIRAPINA
3503307;Araras;RA de Campinas;RG de Limeira;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;10ª CJ: LIMEIRA;Comarca: ARARAS;ARARAS
3510401;Capivari;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: CAPIVARI;CAPIVARI
3511706;Charqueada;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: PIRACICABA;PIRACICABA
3512209;Conchal;RA de Campinas;RG de Limeira;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;07ª CJ: MOGI MIRIM;Comarca: CONCHAL;CONCHAL
3512407;Cordeirópolis;RA de Campinas;RG de Limeira;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;10ª CJ: LIMEIRA;Comarca: CORDEIROPOLIS;CORDEIROPOLIS
3512704;Corumbataí;RA de Campinas;RG de Rio Claro;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;09ª CJ: RIO CLARO;Comarca: RIO CLARO;RIO CLARO
3514908;Elias Fausto;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: MONTE MOR;MONTE MOR
3515152;Engenheiro Coelho;RA de Campinas;RG de Campinas;RM de Campinas;-;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;07ª CJ: MOGI MIRIM;Comarca: ARTUR NOGUEIRA;ARTUR NOGUEIRA
3521101;Ipeúna;RA de Campinas;RG de Rio Claro;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;09ª CJ: RIO CLARO;Comarca: RIO CLARO;RIO CLARO
3521408;Iracemápolis;RA de Campinas;RG de Limeira;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;10ª CJ: LIMEIRA;Comarca: LIMEIRA;LIMEIRA
3523602;Itirapina;RA de Campinas;RG de Rio Claro;-;-;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;09ª CJ: RIO CLARO;Comarca: ITIRAPINA;ITIRAPINA
3526704;Leme;RA de Campinas;RG de Limeira;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;11ª CJ: PIRASSUNUNGA;Comarca: LEME;LEME
3526902;Limeira;RA de Campinas;RG de Limeira;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;10ª CJ: LIMEIRA;Comarca: LIMEIRA;LIMEIRA
3530904;Mombuca;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: CAPIVARI;CAPIVARI
3538709;Piracicaba;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: PIRACICABA;PIRACICABA
3539301;Pirassununga;RA de Campinas;RG de Limeira;-;-;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;11ª CJ: PIRASSUNUNGA;Comarca: PIRASSUNUNGA;PIRASSUNUNGA
3542107;Rafard;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: CAPIVARI;CAPIVARI
3543907;Rio Claro;RA de Campinas;RG de Rio Claro;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;09ª CJ: RIO CLARO;Comarca: RIO CLARO;RIO CLARO
3544004;Rio das Pedras;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: RIO DAS PEDRAS;RIO DAS PEDRAS
3545159;Saltinho;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: PIRACICABA;PIRACICABA
3546207;Santa Cruz da Conceição;RA de Campinas;RG de Limeira;-;-;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;11ª CJ: PIRASSUNUNGA;Comarca: LEME;LEME
3546702;Santa Gertrudes;RA de Campinas;RG de Rio Claro;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;09ª CJ: RIO CLARO;Comarca: RIO CLARO;RIO CLARO
3547007;Santa Maria da Serra;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: SÃO PEDRO;SÃO PEDRO
3550407;São Pedro;RA de Campinas;RG de Piracicaba;-;AU de Piracicaba;DRS X - Piracicaba;DRS - Piracicaba;DRS - Piracicaba;4ª RAJ - Campinas;34ª CJ: PIRACICABA;Comarca: SÃO PEDRO;SÃO PEDRO
3500808;Alfredo Marcondes;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
3501301;Álvares Machado;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
3502408;Anhumas;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
3508900;Caiabu;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: REGENTE FEIJO;REGENTE FEIJO
3509106;Caiuá;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: PRESIDENTE EPITACIO;PRESIDENTE EPITACIO
3514403;Dracena;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: DRACENA;DRACENA
3515129;Emilianópolis;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE BERNARDES;PRESIDENTE BERNARDES
3515301;Estrela do Norte;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PIRAPOZINHO;PIRAPOZINHO
3515350;Euclides da Cunha Paulista;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: TEODORO SAMPAIO;TEODORO SAMPAIO
3515806;Flora Rica;RA de Presidente Prudente;RG de Adamantina;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: PACAEMBU;PACAEMBU
3519907;Iepê;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: IEPE;IEPE
3520608;Indiana;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: MARTINOPOLIS;MARTINOPOLIS
3521606;Irapuru;RA de Presidente Prudente;RG de Adamantina;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: PACAEMBU;PACAEMBU
3525607;João Ramalho;RA de Marília;RG de Tupã;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;26ª CJ: ASSIS;Comarca: QUATA;QUATA
3526001;Junqueirópolis;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: JUNQUEIROPOLIS;JUNQUEIROPOLIS
3528700;Marabá Paulista;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: PRESIDENTE VENCESLAU;PRESIDENTE VENCESLAU
3529203;Martinópolis;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: MARTINOPOLIS;MARTINOPOLIS
3530201;Mirante do Paranapanema;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA
3531605;Monte Castelo;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: TUPI PAULISTA;TUPI PAULISTA
3532157;Nantes;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: IEPE;IEPE
3532207;Narandiba;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PIRAPOZINHO;PIRAPOZINHO
3533106;Nova Guataporanga;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: TUPI PAULISTA;TUPI PAULISTA
3534807;Ouro Verde;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: DRACENA;DRACENA
3535408;Panorama;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: PANORAMA;PANORAMA
3536406;Paulicéia;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: PANORAMA;PANORAMA
3538303;Piquerobi;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: SANTO ANASTACIO;SANTO ANASTACIO
3539202;Pirapozinho;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PIRAPOZINHO;PIRAPOZINHO
3541208;Presidente Bernardes;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE BERNARDES;PRESIDENTE BERNARDES
3541307;Presidente Epitácio;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: PRESIDENTE EPITACIO;PRESIDENTE EPITACIO
3541406;Presidente Prudente;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
3541505;Presidente Venceslau;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: PRESIDENTE VENCESLAU;PRESIDENTE VENCESLAU
3541703;Quatá;RA de Marília;RG de Tupã;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;26ª CJ: ASSIS;Comarca: QUATA;QUATA
3542206;Rancharia;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: RANCHARIA;RANCHARIA
3542404;Regente Feijó;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: REGENTE FEIJO;REGENTE FEIJO
3543238;Ribeirão dos Índios;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: SANTO ANASTACIO;SANTO ANASTACIO
3544251;Rosana;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: ROSANA;ROSANA
3545506;Sandovalina;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PIRAPOZINHO;PIRAPOZINHO
