codigo_ibge;municipio;reg_adm;reg_gov;reg_metrop;aglom_urb;drs_numero;drs;drs_plano_sp;tj_raj;tj_cj;tj_comarca;tj_comarca_2
3547106;Santa Mercedes;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: PANORAMA;PANORAMA
3547700;Santo Anastácio;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: SANTO ANASTACIO;SANTO ANASTACIO
3548302;Santo Expedito;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
3549300;São João do Pau d'Alho;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: TUPI PAULISTA;TUPI PAULISTA
3552908;Taciba;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: REGENTE FEIJO;REGENTE FEIJO
3553906;Tarabai;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;27ª CJ: PRESIDENTE PRUDENTE;Comarca: PIRAPOZINHO;PIRAPOZINHO
3554300;Teodoro Sampaio;RA de Presidente Prudente;RG de Presidente Prudente;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;28ª CJ: PRESIDENTE VENCESLAU;Comarca: TEODORO SAMPAIO;TEODORO SAMPAIO
3555109;Tupi Paulista;RA de Presidente Prudente;RG de Dracena;-;-;DRS XI - Presidente Prudente;DRS - Presidente Prudente;DRS - Presidente Prudente;5ª RAJ - Presidente Prudente;29ª CJ: DRACENA;Comarca: TUPI PAULISTA;TUPI PAULISTA
3505401;Barra do Turvo;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: JACUPIRANGA;JACUPIRANGA
3509254;Cajati;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: JACUPIRANGA;JACUPIRANGA
3509908;Cananéia;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: CANANEIA;CANANEIA
3514809;Eldorado;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: ELDORADO;ELDORADO
3520301;Iguape;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: IGUAPE;IGUAPE
3520426;Ilha Comprida;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: IGUAPE;IGUAPE
3521200;Iporanga;RA de Itapeva;RG de Itapeva;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: ELDORADO;ELDORADO
3523305;Itariri;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;56ª CJ: ITANHAÉM;Comarca: ITARIRI;ITARIRI
3524600;Jacupiranga;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: JACUPIRANGA;JACUPIRANGA
3526100;Juquiá;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: JUQUIA;JUQUIA
3529906;Miracatu;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: MIRACATU;MIRACATU
3536208;Pariquera-Açu;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: PARIQUERA-ACU;PARIQUERA-ACU
3537206;Pedro de Toledo;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;56ª CJ: ITANHAÉM;Comarca: ITARIRI;ITARIRI
3542602;Registro;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: REGISTRO;REGISTRO
3551801;Sete Barras;RA de Registro;RG de Registro;-;-;DRS XII - Registro;DRS - Registro;DRS - Registro;7ª RAJ - Santos;21ª CJ: REGISTRO;Comarca: REGISTRO;REGISTRO
3501004;Altinópolis;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: ALTINOPOLIS;ALTINOPOLIS
3505609;Barrinha;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SERTAOZINHO;SERTAOZINHO
3505906;Batatais;RA de Franca;RG de Franca;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: BATATAIS;BATATAIS
3507803;Brodowski;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: BRODOWSKI;BRODOWSKI
3509403;Cajuru;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: CAJURU;CAJURU
3510906;Cássia dos Coqueiros;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: CAJURU;CAJURU
3513108;Cravinhos;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: CRAVINHOS;CRAVINHOS
3514601;Dumont;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SERTAOZINHO;SERTAOZINHO
3518602;Guariba;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;42ª CJ: JABOTICABAL;Comarca: GUARIBA;GUARIBA
3518859;Guatapará;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: RIBEIRÃO PRETO;RIBEIRÃO PRETO
3524303;Jaboticabal;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;42ª CJ: JABOTICABAL;Comarca: JABOTICABAL;JABOTICABAL
3525102;Jardinópolis;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: JARDINOPOLIS;JARDINOPOLIS
3527603;Luís Antônio;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SAO SIMAO;SAO SIMAO
3531308;Monte Alto;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;42ª CJ: JABOTICABAL;Comarca: MONTE ALTO;MONTE ALTO
3539509;Pitangueiras;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;42ª CJ: JABOTICABAL;Comarca: PITANGUEIRAS;PITANGUEIRAS
3540200;Pontal;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: PONTAL;PONTAL
3540903;Pradópolis;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;42ª CJ: JABOTICABAL;Comarca: GUARIBA;GUARIBA
3543402;Ribeirão Preto;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: RIBEIRÃO PRETO;RIBEIRÃO PRETO
3546256;Santa Cruz da Esperança;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: CAJURU;CAJURU
3547502;Santa Rita do Passa Quatro;RA Central;RG de São Carlos;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;4ª RAJ - Campinas;11ª CJ: PIRASSUNUNGA;Comarca: SANTA RITA DO PASSA QUATRO;SANTA RITA DO PASSA QUATRO
3547601;Santa Rosa de Viterbo;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SANTA ROSA DE VITERBO;SANTA ROSA DE VITERBO
3547908;Santo Antônio da Alegria;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;39ª CJ: BATATAIS;Comarca: ALTINOPOLIS;ALTINOPOLIS
3550902;São Simão;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SAO SIMAO;SAO SIMAO
3551405;Serra Azul;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: CRAVINHOS;CRAVINHOS
3551504;Serrana;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SERRANA;SERRANA
3551702;Sertãozinho;RA de Ribeirão Preto;RG de Ribeirão Preto;RM de Ribeirão Preto;-;DRS XIII - Ribeirão Preto;DRS - Ribeirão Preto;DRS - Ribeirão Preto;6ª RAJ - Ribeirão Preto;41ª CJ: RIBEIRÃO PRETO;Comarca: SERTAOZINHO;SERTAOZINHO
3500303;Aguaí;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;50ª CJ: SÃO JOÃO DA BOA VISTA;Comarca: AGUAI;AGUAI
3500402;Águas da Prata;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;50ª CJ: SÃO JOÃO DA BOA VISTA;Comarca: SÃO JOÃO DA BOA VISTA;SÃO JOÃO DA BOA VISTA
3508702;Caconde;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: CACONDE;CACONDE
3510807;Casa Branca;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: CASA BRANCA;CASA BRANCA
3513900;Divinolândia;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: SAO SEBASTIAO DA GRAMA;SAO SEBASTIAO DA GRAMA
3515186;Espírito Santo do Pinhal;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;50ª CJ: SÃO JOÃO DA BOA VISTA;Comarca: ESPIRITO SANTO DO PINHAL;ESPIRITO SANTO DO PINHAL
3557303;Estiva Gerbi;RA de Campinas;RG de Campinas;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;07ª CJ: MOGI MIRIM;Comarca: MOGI GUACU;MOGI GUACU
3522604;Itapira;RA de Campinas;RG de Campinas;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;07ª CJ: MOGI MIRIM;Comarca: ITAPIRA;ITAPIRA
3523800;Itobi;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: CASA BRANCA;CASA BRANCA
3530508;Mococa;RA de Campinas;RG de São João da Boa Vista;RM de Ribeirão Preto;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: MOCOCA;MOCOCA
3530706;Mogi Guaçu;RA de Campinas;RG de Campinas;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;07ª CJ: MOGI MIRIM;Comarca: MOGI GUACU;MOGI GUACU
3530805;Mogi Mirim;RA de Campinas;RG de Campinas;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;07ª CJ: MOGI MIRIM;Comarca: MOGI MIRIM;MOGI MIRIM
3546306;Santa Cruz das Palmeiras;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: SANTA CRUZ DAS PALMEIRAS;SANTA CRUZ DAS PALMEIRAS
3548104;Santo Antônio do Jardim;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;50ª CJ: SÃO JOÃO DA BOA VISTA;Comarca: ESPIRITO SANTO DO PINHAL;ESPIRITO SANTO DO PINHAL
3549102;São João da Boa Vista;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;50ª CJ: SÃO JOÃO DA BOA VISTA;Comarca: SÃO JOÃO DA BOA VISTA;SÃO JOÃO DA BOA VISTA
3549706;São José do Rio Pardo;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: SAO JOSE DO RIO PARDO;SAO JOSE DO RIO PARDO
3550803;São Sebastião da Grama;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: SAO SEBASTIAO DA GRAMA;SAO SEBASTIAO DA GRAMA
3553302;Tambaú;RA de Campinas;RG de São João da Boa Vista;RM de Ribeirão Preto;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: TAMBAU;TAMBAU
3553609;Tapiratiba;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;6ª RAJ - Ribeirão Preto;43ª CJ: CASA BRANCA;Comarca: CACONDE;CACONDE
3556404;Vargem Grande do Sul;RA de Campinas;RG de São João da Boa Vista;-;-;DRS XIV - São João da Boa Vista;DRS - São João da Boa Vista;DRS - São João da Boa Vista;4ª RAJ - Campinas;50ª CJ: SÃO JOÃO DA BOA VISTA;Comarca: VARGEM GRANDE DO SUL;VARGEM GRANDE DO SUL
3500204;Adolfo;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: JOSE BONIFACIO;JOSE BONIFACIO
3501202;Álvares Florence;RA de São José do Rio Preto;RG de Votuporanga;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;17ª CJ: VOTUPORANGA;Comarca: VOTUPORANGA;VOTUPORANGA
3501806;Américo de Campos;RA de São José do Rio Preto;RG de Votuporanga;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: TANABI;TANABI
3502606;Aparecida d'Oeste;RA de São José do Rio Preto;RG de Jales;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;2ª RAJ - Araçatuba;55ª CJ: JALES;Comarca: PALMEIRA D OESTE;PALMEIRA D OESTE
3503703;Ariranha;RA de São José do Rio Preto;RG de Catanduva;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;15ª CJ: CATANDUVA;Comarca: SANTA ADELIA;SANTA ADELIA
3503950;Aspásia;RA de São José do Rio Preto;RG de Jales;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;2ª RAJ - Araçatuba;55ª CJ: JALES;Comarca: URANIA;URANIA
3504602;Bady Bassitt;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: SÃO JOSÉ DO RIO PRETO;SÃO JOSÉ DO RIO PRETO
3504800;Bálsamo;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: MIRASSOL;MIRASSOL
3510708;Cardoso;RA de São José do Rio Preto;RG de Votuporanga;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;17ª CJ: VOTUPORANGA;Comarca: CARDOSO;CARDOSO
3511102;Catanduva;RA de São José do Rio Preto;RG de Catanduva;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;15ª CJ: CATANDUVA;Comarca: CATANDUVA;CATANDUVA
3511201;Catiguá;RA de São José do Rio Preto;RG de Catanduva;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;15ª CJ: CATANDUVA;Comarca: TABAPUA;TABAPUA
3511300;Cedral;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: SÃO JOSÉ DO RIO PRETO;SÃO JOSÉ DO RIO PRETO
3512902;Cosmorama;RA de São José do Rio Preto;RG de Votuporanga;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: TANABI;TANABI
3513850;Dirce Reis;RA de São José do Rio Preto;RG de Jales;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;2ª RAJ - Araçatuba;55ª CJ: JALES;Comarca: JALES;JALES
3514205;Dolcinópolis;RA de São José do Rio Preto;RG de Jales;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;18ª CJ: FERNANDÓPOLIS;Comarca: ESTRELA D OESTE;ESTRELA D OESTE
3514924;Elisiário;RA de São José do Rio Preto;RG de Catanduva;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;15ª CJ: CATANDUVA;Comarca: CATANDUVA;CATANDUVA
3514957;Embaúba;RA de Barretos;RG de Barretos;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;14ª CJ: BARRETOS;Comarca: OLIMPIA;OLIMPIA
3515202;Estrela d'Oeste;RA de São José do Rio Preto;RG de Fernandópolis;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;18ª CJ: FERNANDÓPOLIS;Comarca: ESTRELA D OESTE;ESTRELA D OESTE
3515608;Fernando Prestes;RA Central;RG de Araraquara;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;6ª RAJ - Ribeirão Preto;42ª CJ: JABOTICABAL;Comarca: TAQUARITINGA;TAQUARITINGA
3515509;Fernandópolis;RA de São José do Rio Preto;RG de Fernandópolis;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;18ª CJ: FERNANDÓPOLIS;Comarca: FERNANDÓPOLIS;FERNANDÓPOLIS
3515905;Floreal;RA de São José do Rio Preto;RG de Votuporanga;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;17ª CJ: VOTUPORANGA;Comarca: NHANDEARA;NHANDEARA
3516804;Gastão Vidigal;RA de Araçatuba;RG de Araçatuba;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;17ª CJ: VOTUPORANGA;Comarca: NHANDEARA;NHANDEARA
3516903;General Salgado;RA de Araçatuba;RG de Araçatuba;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;18ª CJ: FERNANDÓPOLIS;Comarca: GENERAL SALGADO;GENERAL SALGADO
3517505;Guapiaçu;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: SÃO JOSÉ DO RIO PRETO;SÃO JOSÉ DO RIO PRETO
3518008;Guarani d'Oeste;RA de São José do Rio Preto;RG de Fernandópolis;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;18ª CJ: FERNANDÓPOLIS;Comarca: OUROESTE;OUROESTE
3519402;Ibirá;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;15ª CJ: CATANDUVA;Comarca: CATANDUVA;CATANDUVA
3519808;Icém;RA de São José do Rio Preto;RG de São José do Rio Preto;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;16ª CJ: SÃO JOSÉ DO RIO PRETO;Comarca: NOVA GRANADA;NOVA GRANADA
3520707;Indiaporã;RA de São José do Rio Preto;RG de Fernandópolis;-;-;DRS XV - São José do Rio Preto;DRS - São José do Rio Preto;DRS - São José do Rio Preto;8ª RAJ - São José do Rio Preto;18ª CJ: FERNANDÓPOLIS;Comarca: OUROESTE;OUROESTE
